1745079079: mosquitto version 2.0.21 starting
1745079079: Config loaded from mosquitto.conf.
1745079079: Opening ipv4 listen socket on port 1887.
1745079079: mosquitto version 2.0.21 running
1745079082: New connection from 127.0.0.1:56670 on port 1887.
1745079082: New client connected from 127.0.0.1:56670 as auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (p2, c1, k60).
1745079082: No will message specified.
1745079082: Sending CONNACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (0, 0)
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/temperature/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/temperature/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/pressure/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/pressure/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079086: New connection from 127.0.0.1:56724 on port 1887.
1745079086: New client connected from 127.0.0.1:56724 as raspberry_pi_sector1_dev001_7006321c (p2, c1, k60).
1745079086: No will message specified.
1745079086: Sending CONNACK to raspberry_pi_sector1_dev001_7006321c (0, 0)
1745079086: Received SUBSCRIBE from raspberry_pi_sector1_dev001_7006321c
1745079086: 	/actuator/valve/sector1/dev001 (QoS 0)
1745079086: raspberry_pi_sector1_dev001_7006321c 0 /actuator/valve/sector1/dev001
1745079086: Sending SUBACK to raspberry_pi_sector1_dev001_7006321c
1745079086: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083410: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083410: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083410: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083410: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083411: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083411: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083411: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083411: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083411: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083411: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083415: Received PINGREQ from F8594714-1E05-F3C4-D993-66F421C3209E
1745083415: Sending PINGRESP to F8594714-1E05-F3C4-D993-66F421C3209E
1745083415: Received PINGREQ from F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745083415: Sending PINGRESP to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745083415: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083415: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083415: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083415: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083415: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083415: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083416: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083416: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083416: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083416: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083416: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083416: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083420: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083420: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083420: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083420: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083420: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083420: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083420: Received PINGREQ from raspberry_pi_sector1_dev001_089211de
1745083420: Sending PINGRESP to raspberry_pi_sector1_dev001_089211de
1745083421: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083421: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083421: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083421: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083421: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083421: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083425: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083425: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083425: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083425: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083425: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083425: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083426: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083426: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083426: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083426: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083426: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083426: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083430: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083430: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083430: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083430: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083430: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083430: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083431: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083431: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083431: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083431: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083431: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083431: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083435: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083435: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083435: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083435: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083435: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083435: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083436: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083436: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083436: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083436: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083436: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083436: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083440: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083440: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083440: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083440: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083440: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083440: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083441: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083441: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083441: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083441: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083441: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083441: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083445: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083445: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083445: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083445: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083445: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083445: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083446: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083446: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083446: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083446: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083446: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083446: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083446: Received PINGREQ from raspberry_pi_sector1_dev001_1e412aba
1745083446: Sending PINGRESP to raspberry_pi_sector1_dev001_1e412aba
1745083450: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083450: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083450: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083450: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083450: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083450: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083451: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083451: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083451: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083451: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083451: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083451: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083455: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083455: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083455: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083455: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083455: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083455: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083456: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083456: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083456: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083456: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083456: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083456: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083460: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083460: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083460: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083460: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083460: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083460: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083461: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083461: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083461: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083461: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083461: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083461: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083465: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083465: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083465: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083465: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083465: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083465: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083466: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083466: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083466: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083466: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083466: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083466: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083470: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083470: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083470: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745083470: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083470: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083470: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083471: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083471: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083471: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745083471: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083471: Sending PUBLISH to F8594714-1E05-F3C4-D993-66F421C3209E (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083471: Sending PUBLISH to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745083475: Received PINGREQ from F8594714-1E05-F3C4-D993-66F421C3209E
1745083475: Sending PINGRESP to F8594714-1E05-F3C4-D993-66F421C3209E
1745083475: Received PINGREQ from F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745083475: Sending PINGRESP to F5D9C7BE-54BF-F58B-E49C-8ADD745DB25C
1745083475: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
